review_text,rating,date,bank,source,review_id,sentiment_label,sentiment_score
አሪፍ ነው አሁን ደግሞ እስክሪን ሹት ማረግ በመቻሌ ደግብሎኛል,5,2025-09-20,CBE,Google Play,263,NEGATIVE,0.932232677936554
asfaw damse,5,2025-09-19,CBE,Google Play,264,NEGATIVE,0.987163245677948
ok,5,2025-09-19,CBE,Google Play,265,POSITIVE,0.9997851252555847
nice,5,2025-09-19,CBE,Google Play,266,POSITIVE,0.9998552799224854
jabadhaa namatii tolataan,5,2025-09-19,CBE,Google Play,267,NEGATIVE,0.962352991104126
"The App is very good in its interface and user friendly. But it could be a pro app had it had additional feature that let us run multiple accounts on a single phone with an option of ""additional"" account!",3,2025-09-19,CBE,Google Play,268,NEGATIVE,0.9511564373970032
The app is user friendly. But i want some amendment or include option of sending money to other tele birr like other cbe birr.,4,2025-09-18,CBE,Google Play,269,NEGATIVE,0.9966429471969604
Truly amazing!,5,2025-09-17,CBE,Google Play,270,POSITIVE,0.9998810291290283
Doesn't have option to generate statement for transactions,3,2025-09-17,CBE,Google Play,271,NEGATIVE,0.992244303226471
😎,5,2025-09-17,CBE,Google Play,272,NEGATIVE,0.6970565915107727
JanaleBl,5,2025-09-17,CBE,Google Play,273,POSITIVE,0.9632813930511475
very good,5,2025-09-17,CBE,Google Play,274,POSITIVE,0.9998520612716675
very good,5,2025-09-17,CBE,Google Play,275,POSITIVE,0.9998520612716675
nice application,5,2025-09-17,CBE,Google Play,276,POSITIVE,0.9998229146003723
WaaaaaaaW,1,2025-09-17,CBE,Google Play,277,NEGATIVE,0.9848952293395996
very nice,5,2025-09-16,CBE,Google Play,278,POSITIVE,0.9998563528060913
Of,5,2025-09-16,CBE,Google Play,279,POSITIVE,0.9193394780158997
it's best app to use recently and upgraded day to day for internationalization,4,2025-09-16,CBE,Google Play,280,POSITIVE,0.9983494281768799
Easy to use and not Complicated 👍,5,2025-09-15,CBE,Google Play,281,POSITIVE,0.9179602265357971
apdat the app,5,2025-09-14,CBE,Google Play,282,NEGATIVE,0.9424067139625549
good in bankin at any time & any where.,5,2025-09-13,CBE,Google Play,283,POSITIVE,0.9995506405830383
great,5,2025-09-13,CBE,Google Play,284,POSITIVE,0.9998630285263062
"WHAT A USELESS APP! Transfers, wallet payments, other banks — nothing works. Updated, restarted, cleared cache, reinstalled — still useless. Crashed and forced me to visit a branch just to log in 3 times. One of the biggest banks in the country can’t fix issues a junior developer could solve. Completely unreliable. Big bank , Zero functionality!",1,2025-09-13,CBE,Google Play,285,NEGATIVE,0.9998034834861755
it is best to me,1,2025-09-13,CBE,Google Play,286,POSITIVE,0.9966468214988708
hayizgi mebrahtom feshay,5,2025-09-13,CBE,Google Play,287,NEGATIVE,0.6387802362442017
best,5,2025-09-12,CBE,Google Play,288,POSITIVE,0.9997941851615906
good,5,2025-09-12,CBE,Google Play,289,POSITIVE,0.9998161196708679
great,5,2025-09-12,CBE,Google Play,290,POSITIVE,0.9998630285263062
Excellent app,5,2025-09-12,CBE,Google Play,291,POSITIVE,0.9998356103897095
good,5,2025-09-12,CBE,Google Play,292,POSITIVE,0.9998161196708679
after apdate the app doesn't work any thing else it said enable to connects,1,2025-09-11,CBE,Google Play,293,NEGATIVE,0.9993560910224915
love,5,2025-09-11,CBE,Google Play,294,POSITIVE,0.9998735189437866
good,3,2025-09-11,CBE,Google Play,295,POSITIVE,0.9998161196708679
Hasasa bank,1,2025-09-11,CBE,Google Play,296,POSITIVE,0.8199579119682312
All ways Trusted.,5,2025-09-10,CBE,Google Play,297,POSITIVE,0.9988715052604675
best MB application in Ethiopia financial sector.,5,2025-09-10,CBE,Google Play,298,POSITIVE,0.9990665316581726
I like this app,5,2025-09-10,CBE,Google Play,299,POSITIVE,0.9996516704559326
am tired why I have to update every 5 day,1,2025-09-10,CBE,Google Play,300,NEGATIVE,0.9996090531349182
excellent,5,2025-09-10,CBE,Google Play,301,POSITIVE,0.9998434782028198
best,5,2025-09-10,CBE,Google Play,302,POSITIVE,0.9997941851615906
usb debugig mode bicha off endidereg axrigu like awash bank,1,2025-09-10,CBE,Google Play,303,NEGATIVE,0.9974377155303955
good morning 🙏,5,2025-09-09,CBE,Google Play,304,POSITIVE,0.9997515082359314
nice,5,2025-09-09,CBE,Google Play,305,POSITIVE,0.9998552799224854
am happy 😃,5,2025-09-09,CBE,Google Play,306,POSITIVE,0.9998183846473694
good,5,2025-09-09,CBE,Google Play,307,POSITIVE,0.9998161196708679
wowww,5,2025-09-08,CBE,Google Play,308,POSITIVE,0.9972698092460632
KEHRU nasir AbFIXA,5,2025-09-08,CBE,Google Play,309,POSITIVE,0.8188510537147522
It is well organized.,5,2025-09-08,CBE,Google Play,310,POSITIVE,0.9998693466186523
Can't see the nearest Branch or ATM available,2,2025-09-08,CBE,Google Play,311,NEGATIVE,0.9962969422340393
excellent,5,2025-09-07,CBE,Google Play,312,POSITIVE,0.9998434782028198
very good,5,2025-09-07,CBE,Google Play,313,POSITIVE,0.9998520612716675
the app does not open,1,2025-09-07,CBE,Google Play,314,NEGATIVE,0.9997572302818298
from Monk,3,2025-09-06,CBE,Google Play,315,POSITIVE,0.9398741722106934
"Amazing, Delightful and Seamless Mobile Banking Application, I have ever Experienced!! Indeed, I feel Great Proud to be part of your Stakeholder! My First Choice Bank, Commercial Bank of Ethiopia, The Pioneer and Leading in Digital Banking Services in Ethiopia! Five stars ⭐⭐⭐⭐⭐ are little to you! Thank you so much🙏",5,2025-09-06,CBE,Google Play,316,POSITIVE,0.9996967315673828
incredible,5,2025-09-06,CBE,Google Play,317,POSITIVE,0.9998753070831299
good,5,2025-09-06,CBE,Google Play,318,POSITIVE,0.9998161196708679
የዚህ አፕ ተጠቃሚ ነበርኩ ያለሁት ከሀገር ውጭ ነው እና እየተጠቀምኩበት ሳለ አብደት አድርጊ አለኝ ሳረገው ፓስወርድ እንዴ አድስ ጠየቀኝ እንዴው እኔ አለሁበት ሀገር ሆኘ መስተካከል ከቻለ ተባበሩኝ በጣም አስፈላጊዬ ነው ::,5,2025-09-05,CBE,Google Play,319,NEGATIVE,0.9570397138595581
it's the best money transfer app ever,5,2025-09-05,CBE,Google Play,320,POSITIVE,0.9996806383132935
it is nice,5,2025-09-05,CBE,Google Play,321,POSITIVE,0.9998648166656494
user friendly. best.,5,2025-09-05,CBE,Google Play,322,POSITIVE,0.9997245669364929
🙏,5,2025-09-05,CBE,Google Play,323,NEGATIVE,0.6970565915107727
አሪፍ,5,2025-09-05,CBE,Google Play,324,NEGATIVE,0.6970565915107727
best app!!!,5,2025-09-05,CBE,Google Play,325,POSITIVE,0.9997482895851135
"It is good app and really user friendly , but it not possible to start service after the app is uninstalled or device phone is changed. So please make it easy for us, after once you set us the requirements in your office we should have to use it only by install and launch it. We do not have to visit the near by branch office every time for such silly businesses but important things. in addition to that why is that for hidding senders name or account number How can I know who tranfers to me???",4,2025-09-05,CBE,Google Play,326,NEGATIVE,0.9859862327575684
very good app,5,2025-09-04,CBE,Google Play,327,POSITIVE,0.9998675584793091
best,5,2025-09-04,CBE,Google Play,328,POSITIVE,0.9997941851615906
jabirabdala,5,2025-09-04,CBE,Google Play,329,NEGATIVE,0.9328044652938843
unfair cost of transportations... what a shame!!!,1,2025-09-04,CBE,Google Play,330,NEGATIVE,0.9997835755348206
"I think it is a good app to use easily. However, I have one more comment: the app does not automatically sync or update the balance in real time. Please review this issue. For example, when someone transfers money, the receiver's app does not sync automatically. It requires the user to manually initiate an update to see the current balance.",4,2025-09-04,CBE,Google Play,331,NEGATIVE,0.9977512955665588
WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,5,2025-09-03,CBE,Google Play,332,POSITIVE,0.9996813535690308
zinaa Ahmed,5,2025-09-03,CBE,Google Play,333,POSITIVE,0.924660325050354
absolutely excellent,5,2025-09-03,CBE,Google Play,334,POSITIVE,0.9998593330383301
nice,4,2025-09-03,CBE,Google Play,335,POSITIVE,0.9998552799224854
Good,5,2025-09-03,CBE,Google Play,336,POSITIVE,0.9998161196708679
amazing app,5,2025-09-03,CBE,Google Play,337,POSITIVE,0.9998670816421509
perfect and easy,5,2025-09-03,CBE,Google Play,338,POSITIVE,0.9998718500137329
fastest,5,2025-09-03,CBE,Google Play,339,POSITIVE,0.999160885810852
good,5,2025-09-03,CBE,Google Play,340,POSITIVE,0.9998161196708679
My account is not working,4,2025-09-03,CBE,Google Play,341,NEGATIVE,0.9997815489768982
The recent update is not optimized fir latest version of android,2,2025-09-02,CBE,Google Play,342,NEGATIVE,0.999637246131897
topp,5,2025-09-01,CBE,Google Play,343,POSITIVE,0.9706206321716309
very good,5,2025-09-01,CBE,Google Play,344,POSITIVE,0.9998520612716675
I appreciate it,5,2025-09-01,CBE,Google Play,345,POSITIVE,0.999839186668396
v.good app,5,2025-09-01,CBE,Google Play,346,POSITIVE,0.9952701926231384
Nice,4,2025-08-31,CBE,Google Play,347,POSITIVE,0.9998552799224854
sahib amin jamal,1,2025-08-30,CBE,Google Play,348,POSITIVE,0.8987875580787659
installi,5,2025-08-30,CBE,Google Play,349,NEGATIVE,0.9575467109680176
good,5,2025-08-30,CBE,Google Play,350,POSITIVE,0.9998161196708679
very good apps,5,2025-08-30,CBE,Google Play,351,POSITIVE,0.9998751878738403
👍👍👍👍,1,2025-08-30,CBE,Google Play,352,NEGATIVE,0.6970565915107727
the app say it is not compatible with ur phone can u fix it it is not updating.,1,2025-08-29,CBE,Google Play,353,NEGATIVE,0.9997796416282654
"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",5,2025-08-29,CBE,Google Play,354,NEGATIVE,0.9962132573127747
tinishu titiba,5,2025-08-29,CBE,Google Play,355,NEGATIVE,0.715971827507019
"essy to use ,has great interface and user-friendly g",5,2025-08-29,CBE,Google Play,356,POSITIVE,0.9995421171188354
Yuuuuu,5,2025-08-29,CBE,Google Play,357,NEGATIVE,0.9227678775787354
I found it very much friendly,5,2025-08-29,CBE,Google Play,358,POSITIVE,0.9997764229774475
"Very useful app, while we use CBE.",5,2025-08-28,CBE,Google Play,359,POSITIVE,0.9981263279914856
woooow,5,2025-08-28,CBE,Google Play,360,POSITIVE,0.9561602473258972
Redmi,1,2025-08-28,CBE,Google Play,361,POSITIVE,0.9882866740226746
አርፍ ነው ነገር ግን ሴብ ያረገውን አካውንት እያጠፋብን ነው,5,2025-08-28,CBE,Google Play,362,NEGATIVE,0.932232677936554
kamil aweil,5,2025-08-27,CBE,Google Play,363,POSITIVE,0.9943663477897644
nice,3,2025-08-27,CBE,Google Play,364,POSITIVE,0.9998552799224854
In your next update can you come with night mode future,5,2025-08-27,CBE,Google Play,365,NEGATIVE,0.6754571199417114
"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",5,2025-08-27,CBE,Google Play,366,POSITIVE,0.9994266033172607
mayreba app you its better if you use other banks,1,2025-08-27,CBE,Google Play,367,NEGATIVE,0.9957265853881836
Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,1,2025-08-27,CBE,Google Play,368,NEGATIVE,0.9938229322433472
good app,5,2025-08-27,CBE,Google Play,369,POSITIVE,0.9998493194580078
let us know before you shut down the app,4,2025-08-26,CBE,Google Play,370,NEGATIVE,0.9973037242889404
excited,5,2025-08-26,CBE,Google Play,371,POSITIVE,0.9997768998146057
amizing,5,2025-08-26,CBE,Google Play,372,NEGATIVE,0.9881718754768372
love it,5,2025-08-26,CBE,Google Play,373,POSITIVE,0.9998753070831299
yes it is v good,5,2025-08-26,CBE,Google Play,374,POSITIVE,0.9994988441467285
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,CBE,Google Play,375,POSITIVE,0.9994227886199951
this app is smart.,5,2025-08-26,CBE,Google Play,376,POSITIVE,0.9998302459716797
I am happy,5,2025-08-25,CBE,Google Play,377,POSITIVE,0.9998801946640015
good,5,2025-08-25,CBE,Google Play,378,POSITIVE,0.9998161196708679
Still I have not face critical problems sometimes delay to open,4,2025-08-25,CBE,Google Play,379,POSITIVE,0.9847295880317688
excellent,5,2025-08-25,CBE,Google Play,380,POSITIVE,0.9998434782028198
ጤና ከድረ,5,2025-08-25,CBE,Google Play,381,NEGATIVE,0.7850590348243713
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,Google Play,382,NEGATIVE,0.999581515789032
I have forgotten mobail banking password,5,2025-08-25,CBE,Google Play,383,NEGATIVE,0.99432772397995
nice app,5,2025-08-25,CBE,Google Play,384,POSITIVE,0.9998061060905457
Thank you,5,2025-08-25,CBE,Google Play,385,POSITIVE,0.9998352527618408
muktaar Abraahim,5,2025-08-24,CBE,Google Play,386,NEGATIVE,0.9458082318305969
🤞Good One,5,2025-08-24,CBE,Google Play,387,POSITIVE,0.8484408259391785
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,Google Play,388,NEGATIVE,0.9931118488311768
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,Google Play,389,NEGATIVE,0.9997283816337585
i like it and aprshat.,4,2025-08-23,CBE,Google Play,390,POSITIVE,0.999653697013855
good,4,2025-08-23,CBE,Google Play,391,POSITIVE,0.9998161196708679
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,Google Play,392,NEGATIVE,0.9994633793830872
best app and easy to use,5,2025-08-23,CBE,Google Play,393,POSITIVE,0.9996281862258911
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,Google Play,394,NEGATIVE,0.9990184307098389
List of transactions can't load over months and years..,1,2025-08-23,CBE,Google Play,395,POSITIVE,0.6906006336212158
transferring money to telebirr is not working,1,2025-08-23,CBE,Google Play,396,NEGATIVE,0.9997877478599548
I don't Like this app and there service fee is highl,5,2025-08-23,CBE,Google Play,397,NEGATIVE,0.9943022727966309
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-22,CBE,Google Play,398,NEGATIVE,0.9872555732727051
good,5,2025-08-22,CBE,Google Play,399,POSITIVE,0.9998161196708679
this application do not show over all transaction history,3,2025-08-22,CBE,Google Play,400,NEGATIVE,0.9990196228027344
app is note active working crash,1,2025-11-30,BOA,Google Play,401,NEGATIVE,0.848737895488739
🙏👍,5,2025-11-28,BOA,Google Play,402,NEGATIVE,0.6970565915107727
Very Good,5,2025-11-28,BOA,Google Play,403,POSITIVE,0.9998520612716675
goof,5,2025-11-28,BOA,Google Play,404,NEGATIVE,0.9975278973579407
good!,5,2025-11-28,BOA,Google Play,405,POSITIVE,0.9998268485069275
good jop,5,2025-11-27,BOA,Google Play,406,POSITIVE,0.9998409748077393
bad exprience...it is so crushed,1,2025-11-27,BOA,Google Play,407,NEGATIVE,0.9998053908348083
not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,1,2025-11-26,BOA,Google Play,408,NEGATIVE,0.9997656941413879
ምንም የማይ ሰራ,1,2025-11-26,BOA,Google Play,409,NEGATIVE,0.8337252736091614
very good,5,2025-11-25,BOA,Google Play,410,POSITIVE,0.9998520612716675
most of the time is not working properly,1,2025-11-24,BOA,Google Play,411,NEGATIVE,0.9997636675834656
good service,5,2025-11-24,BOA,Google Play,412,POSITIVE,0.9998499155044556
not use for me,3,2025-11-23,BOA,Google Play,413,NEGATIVE,0.9953739047050476
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22,BOA,Google Play,414,NEGATIVE,0.9968326687812805
waw,5,2025-11-20,BOA,Google Play,415,NEGATIVE,0.7346178889274597
the lag is unbelievable when you need it the most this suks,1,2025-11-19,BOA,Google Play,416,NEGATIVE,0.9983174800872803
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18,BOA,Google Play,417,NEGATIVE,0.999693751335144
it is a good app,5,2025-11-17,BOA,Google Play,418,POSITIVE,0.9998643398284912
it is not working at all,1,2025-11-15,BOA,Google Play,419,NEGATIVE,0.9997811913490295
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15,BOA,Google Play,420,POSITIVE,0.8251601457595825
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-12,BOA,Google Play,421,NEGATIVE,0.9952510595321655
fast and simple,5,2025-11-10,BOA,Google Play,422,POSITIVE,0.9997392296791077
best of best,5,2025-11-10,BOA,Google Play,423,POSITIVE,0.9997496008872986
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10,BOA,Google Play,424,NEGATIVE,0.9993888139724731
good,4,2025-11-10,BOA,Google Play,425,POSITIVE,0.9998161196708679
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08,BOA,Google Play,426,NEGATIVE,0.9947029948234558
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08,BOA,Google Play,427,NEGATIVE,0.8848855495452881
best app,5,2025-11-08,BOA,Google Play,428,POSITIVE,0.999686598777771
Best app,5,2025-11-07,BOA,Google Play,429,POSITIVE,0.999686598777771
"Barely works, it always fails to connect",1,2025-11-07,BOA,Google Play,430,NEGATIVE,0.9997532963752747
my fav app,5,2025-11-06,BOA,Google Play,431,POSITIVE,0.9846561551094055
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05,BOA,Google Play,432,NEGATIVE,0.9977949857711792
very nice,5,2025-11-04,BOA,Google Play,433,POSITIVE,0.9998563528060913
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04,BOA,Google Play,434,NEGATIVE,0.9985816478729248
I like,5,2025-11-02,BOA,Google Play,435,POSITIVE,0.9998149275779724
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01,BOA,Google Play,436,NEGATIVE,0.9608768820762634
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30,BOA,Google Play,437,NEGATIVE,0.9083430767059326
"the worst app ever,",1,2025-10-30,BOA,Google Play,438,NEGATIVE,0.9997932314872742
better,5,2025-10-29,BOA,Google Play,439,POSITIVE,0.999264657497406
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28,BOA,Google Play,440,NEGATIVE,0.99928218126297
this app can't open? what is problem? please solve my problem?,1,2025-10-27,BOA,Google Play,441,NEGATIVE,0.9996218681335449
kiyaa makonn,5,2025-10-27,BOA,Google Play,442,POSITIVE,0.7175909876823425
very very lazy app,1,2025-10-26,BOA,Google Play,443,NEGATIVE,0.9996856451034546
telebirr remittance,5,2025-10-24,BOA,Google Play,444,NEGATIVE,0.9799609780311584
The best bank in 🇪🇹,5,2025-10-23,BOA,Google Play,445,POSITIVE,0.9998179078102112
its good,5,2025-10-22,BOA,Google Play,446,POSITIVE,0.9998385906219482
the worst app in my financial experience.,1,2025-10-22,BOA,Google Play,447,NEGATIVE,0.9997914433479309
good for mb appliciation,5,2025-10-21,BOA,Google Play,448,POSITIVE,0.9943337440490723
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20,BOA,Google Play,449,NEGATIVE,0.9997623562812805
try to easy network,4,2025-10-17,BOA,Google Play,450,NEGATIVE,0.9987332224845886
hussen hassen umer,5,2025-10-16,BOA,Google Play,451,POSITIVE,0.8681215047836304
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16,BOA,Google Play,452,NEGATIVE,0.9988431930541992
an exceptional banking app.,5,2025-10-15,BOA,Google Play,453,POSITIVE,0.9997233748435974
alhamdulilah,5,2025-10-10,BOA,Google Play,454,POSITIVE,0.8558264374732971
poor,5,2025-10-10,BOA,Google Play,455,NEGATIVE,0.9997912049293518
Best of best,5,2025-10-08,BOA,Google Play,456,POSITIVE,0.9997496008872986
from the last week updates the app is not working Please check the problems,1,2025-10-08,BOA,Google Play,457,NEGATIVE,0.9996919631958008
It's always crushing,1,2025-10-08,BOA,Google Play,458,NEGATIVE,0.9993805885314941
office branches have to improve their services please,4,2025-10-06,BOA,Google Play,459,POSITIVE,0.6649660468101501
♥️♥️,5,2025-10-05,BOA,Google Play,460,POSITIVE,0.9437572360038757
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05,BOA,Google Play,461,NEGATIVE,0.9988381266593933
it needs a timely update,5,2025-10-02,BOA,Google Play,462,NEGATIVE,0.9983032941818237
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01,BOA,Google Play,463,NEGATIVE,0.9997054934501648
Like,5,2025-10-01,BOA,Google Play,464,POSITIVE,0.9910564422607422
I can't type my otp on it.,1,2025-10-01,BOA,Google Play,465,NEGATIVE,0.9990899562835693
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01,BOA,Google Play,466,NEGATIVE,0.9977109432220459
jaajja,4,2025-09-30,BOA,Google Play,467,NEGATIVE,0.9872855544090271
I love this bank the best experience ever.,5,2025-09-27,BOA,Google Play,468,POSITIVE,0.9998602867126465
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25,BOA,Google Play,469,NEGATIVE,0.9997023940086365
easy and fast,5,2025-09-23,BOA,Google Play,470,POSITIVE,0.9995583891868591
Great,5,2025-09-20,BOA,Google Play,471,POSITIVE,0.9998630285263062
mobile banking,5,2025-09-19,BOA,Google Play,472,POSITIVE,0.9076532125473022
very good,5,2025-09-18,BOA,Google Play,473,POSITIVE,0.9998520612716675
😎,5,2025-09-17,BOA,Google Play,474,NEGATIVE,0.6970565915107727
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17,BOA,Google Play,475,NEGATIVE,0.9918755292892456
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15,BOA,Google Play,476,NEGATIVE,0.9964402318000793
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15,BOA,Google Play,477,NEGATIVE,0.9995414018630981
none,5,2025-09-14,BOA,Google Play,478,NEGATIVE,0.985345721244812
good,2,2025-09-12,BOA,Google Play,479,POSITIVE,0.9998161196708679
good,5,2025-09-12,BOA,Google Play,480,POSITIVE,0.9998161196708679
very good app i ever used,5,2025-09-11,BOA,Google Play,481,POSITIVE,0.9998385906219482
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11,BOA,Google Play,482,NEGATIVE,0.9979867935180664
zedo,5,2025-09-10,BOA,Google Play,483,POSITIVE,0.994045615196228
please open my mobile app,5,2025-09-10,BOA,Google Play,484,POSITIVE,0.9873003363609314
it doesn't open,1,2025-09-10,BOA,Google Play,485,NEGATIVE,0.9997527003288269
Very Good,5,2025-09-08,BOA,Google Play,486,POSITIVE,0.9998520612716675
masha alla,5,2025-09-07,BOA,Google Play,487,NEGATIVE,0.9514626860618591
Best banking transaction application in Ethiopia !,5,2025-09-05,BOA,Google Play,488,POSITIVE,0.9996905326843262
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04,BOA,Google Play,489,NEUTRAL,0.5818164348602295
tamaam kamal,1,2025-09-03,BOA,Google Play,490,POSITIVE,0.9918873906135559
በጣም ሐሪፍ,5,2025-09-03,BOA,Google Play,491,NEGATIVE,0.7850590348243713
great 👍,5,2025-09-01,BOA,Google Play,492,POSITIVE,0.9997692704200745
goof,4,2025-08-31,BOA,Google Play,493,NEGATIVE,0.9975278973579407
absiniya banki,5,2025-08-29,BOA,Google Play,494,NEGATIVE,0.9083040952682495
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26,BOA,Google Play,495,NEGATIVE,0.9996929168701172
One of the best in this business,5,2025-08-25,BOA,Google Play,496,POSITIVE,0.9998694658279419
Excellent,5,2025-08-20,BOA,Google Play,497,POSITIVE,0.9998434782028198
besat🥰,5,2025-08-19,BOA,Google Play,498,NEGATIVE,0.6970565915107727
unlimited experience,5,2025-08-17,BOA,Google Play,499,POSITIVE,0.9997161030769348
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-16,BOA,Google Play,500,NEGATIVE,0.9991239905357361
very nice mobile banking app my favourite,5,2025-08-16,BOA,Google Play,501,POSITIVE,0.9997608065605164
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15,BOA,Google Play,502,NEGATIVE,0.9977737069129944
best apps,5,2025-08-15,BOA,Google Play,503,POSITIVE,0.999784529209137
the worst app ever to exist in a bank history,1,2025-08-15,BOA,Google Play,504,NEGATIVE,0.9997841715812683
thank you,5,2025-08-13,BOA,Google Play,505,POSITIVE,0.9998352527618408
Best mobile app in the country,5,2025-08-13,BOA,Google Play,506,POSITIVE,0.999710738658905
not fast,2,2025-08-12,BOA,Google Play,507,NEGATIVE,0.9949790835380554
keeps freezing at the front page.,1,2025-08-10,BOA,Google Play,508,NEGATIVE,0.9948282837867737
it is not working on redminote 11 pro+ pls fix it,1,2025-08-07,BOA,Google Play,509,NEGATIVE,0.9996861219406128
abseniya bank app,5,2025-08-07,BOA,Google Play,510,NEGATIVE,0.6962249279022217
good,5,2025-08-05,BOA,Google Play,511,POSITIVE,0.9998161196708679
yes goode app,5,2025-08-03,BOA,Google Play,512,POSITIVE,0.9997490048408508
Great App,5,2025-08-02,BOA,Google Play,513,POSITIVE,0.999821126461029
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,BOA,Google Play,514,NEGATIVE,0.999749481678009
ረጀብነሱ,1,2025-07-31,BOA,Google Play,515,NEGATIVE,0.6970565915107727
